---------------------------------------------- STRESS TEST PARAMETERS -----------------------------------------------
* Coefficient and boolean parameters
 Policy type                                   : Gaussian
 Do evaluation                                 : True
 Reward discount factor (gamma)                : 0.99
 Target smoothing coefficient (tau)            : 0.005
 Action sampling frequency coefficient (theta) : 1.5
 Maximum action sampling count per episode     : 4
 RL learning rate                              : 0.0003
 SAC's entropy temperature parameters (alpha)  : 0.2
 Do automatic entroypy tuning                  : False

* Neural networks parameters
 Set random seed                               : 25450
 SAC batch size                                : 64
 SAC replay size                               : 1000
 SAC hidden network size                       : 256
 Run training on CUDA                          : False

* Timesteps and episode parameters
 Simulator time step size                      : 0.5
 Maximum steps count over all episodes         : 100000
 Steps count for initial exploration           : 10000
 Steps count for model update                  : 1
 Steps count for target update                 : 1
 Episodes count for evaluation                 : 20
 Episodes count during evaluation              : 20

* Others
 Autopilot LOS's radius of acceptance          : 500
 Autopilot LOS's lookahead distance            : 1000

-------------------------------------------------- TRAINING PHASE ---------------------------------------------------

Episode: 1   , Total numsteps: 4422  , Episode steps: 4422 , Reward: 2780.53 , Status: |Collision failure|
 || 
_||_
\  /
 \/ 
************************************************* Simulation Step ***************************************************
# Step 0, act: -, - , ter: - , rew: - 
  n_pos: -        | e_pos: -        | head: -      | f_spd: -    | s_spd: -       | e_ct: -       | p_load: -
# Step 1, act: 0.23, 7.33, ter: False, rew: 0.95 
  n_pos:     2.47 | e_pos:     2.47 | head:   0.79 | f_spd: 6.98 | s_spd: :400.00 | e_ct:    0.00 | p_load:  698.35
# Step 2, act: 0.23, 7.33, ter: False, rew: 0.95 
  n_pos:     4.94 | e_pos:     4.95 | head:   0.79 | f_spd: 6.96 | s_spd: :404.64 | e_ct:   -0.81 | p_load:  693.20
# Step 3, act: 0.23, 7.33, ter: False, rew: 0.94 
  n_pos:     7.39 | e_pos:     7.42 | head:   0.79 | f_spd: 6.94 | s_spd: :408.55 | e_ct:   -1.61 | p_load:  688.67
# Step 4, act: 0.23, 7.33, ter: False, rew: 0.94 
  n_pos:     9.82 | e_pos:     9.90 | head:   0.79 | f_spd: 6.93 | s_spd: :411.83 | e_ct:   -2.40 | p_load:  684.79
# Step 5, act: 0.23, 7.33, ter: False, rew: 0.94 
  n_pos:    12.24 | e_pos:    12.37 | head:   0.79 | f_spd: 6.91 | s_spd: :414.59 | e_ct:   -3.17 | p_load:  681.60
# Step 6, act: 0.23, 7.33, ter: False, rew: 0.94 
  n_pos:    14.66 | e_pos:    14.84 | head:   0.79 | f_spd: 6.89 | s_spd: :416.92 | e_ct:   -3.94 | p_load:  679.13
# Step 7, act: 0.23, 7.33, ter: False, rew: 0.94 
  n_pos:    17.05 | e_pos:    17.32 | head:   0.79 | f_spd: 6.87 | s_spd: :418.89 | e_ct:   -4.70 | p_load:  677.40
# Step 8, act: 0.23, 7.33, ter: False, rew: 0.94 
